Date,Profit,,
6/8/2016,517.331,,
6/9/2016,671.351,,
6/10/2016,646.864,,
6/11/2016,5704.806,,
6/12/2016,5710.603,,
6/13/2016,1027.629,,
6/14/2016,439.964,,
6/15/2016,816.243,,
6/16/2016,1002.562,,
6/17/2016,1628.433,,
6/18/2016,5224.459,,
6/19/2016,5699.905,,
6/20/2016,860.081,,
6/21/2016,804.624,,
6/22/2016,1156.665,,
6/23/2016,1031.468,,
6/24/2016,1134.155,,
6/25/2016,6718.054,,
6/26/2016,6809.64,,
6/27/2016,1477.991,,
6/28/2016,1226.644,,
6/29/2016,1758.301,,
6/30/2016,1992.387,,
7/1/2016,2657.645,,
7/2/2016,7031.025,,
7/3/2016,7858.846,,
7/4/2016,1440.91,,
7/5/2016,1141.035,,
7/6/2016,974.968,,
7/7/2016,2470.003,,
7/8/2016,1944.217,,
7/9/2016,8607.762,,
7/10/2016,4652.14,,
7/11/2016,942.823,,
7/12/2016,1082.873,,
7/13/2016,1012.855,,
7/14/2016,1094.817,,
7/15/2016,1541.557,,
7/16/2016,7916.285,,
7/17/2016,6420.175,,
7/18/2016,1406.419,,
7/19/2016,1694.948,,
7/20/2016,1418.91,,
7/21/2016,1662.427,,
7/22/2016,1310.342,,
7/23/2016,7123.882,,
7/24/2016,7107.54,,
7/25/2016,863.129,,
7/26/2016,1426.457,,
7/27/2016,1737.125,,
7/28/2016,1454.721,,
7/29/2016,2146.912,,
7/30/2016,7429.838,,
7/31/2016,10340.152,,
8/1/2016,1964.522,,
8/2/2016,2152.234,,
8/3/2016,2198.272,,
8/4/2016,2161.193,,
8/5/2016,2026.305,,
8/6/2016,7539.972,,
8/7/2016,10721.119,,
8/8/2016,1955.274,,
8/9/2016,1780.141,,
8/10/2016,1287.684,,
8/11/2016,2879.584,,
8/12/2016,1658.317,,
8/13/2016,9852.738,,
8/14/2016,7611.426,,
8/15/2016,1945.314,,
8/16/2016,1858.137,,
8/17/2016,1583.786,,
8/18/2016,2088.876,,
8/19/2016,2183.262,,
8/20/2016,8261.684,,
8/21/2016,11329.724,,
8/22/2016,2359.2,,
8/23/2016,2469.362,,
8/24/2016,2566.595,,
8/25/2016,3120.936,,
8/26/2016,2702.556,,
8/27/2016,11668.939,,
8/28/2016,13137.47,,
8/29/2016,2809.778,,
8/30/2016,2812.797,,
8/31/2016,2886.167,,
9/1/2016,4708.504,,
9/2/2016,3465.257,,
9/3/2016,9529.996,,
9/4/2016,10562.556,,
9/5/2016,3026.38,,
9/6/2016,1648.935,,
9/7/2016,911.301,,
9/8/2016,966.799,,
9/9/2016,1545.577,,
9/10/2016,7916.584,,
9/11/2016,7000.963,,
9/12/2016,755.379,,
9/13/2016,1310.445,,
9/14/2016,1440.203,,
9/15/2016,1775.077,,
9/16/2016,1424.563,,
9/17/2016,10799.507,,
9/18/2016,15064.594,,
9/19/2016,1795.838,,
9/20/2016,2568.996,,
9/21/2016,4244.076,,
9/22/2016,4957.814,,
9/23/2016,7327.045,,
9/24/2016,11826.206,,
9/25/2016,13588.619,,
9/26/2016,3274.438,,
9/27/2016,3425.496,,
9/28/2016,2365.466,,
9/29/2016,2760.702,,
9/30/2016,1902.105,,
10/1/2016,14828.116,,
10/2/2016,11741.399,,
10/3/2016,1973.435,,
10/4/2016,1126.146,,
10/5/2016,1645.953,,
10/6/2016,2197.009,,
10/7/2016,2505.928,,
10/8/2016,13294.447,,
10/9/2016,15201.043,,
10/10/2016,2528.948,,
10/11/2016,3221.645,,
10/12/2016,3242.077,,
10/13/2016,4232.769,,
10/14/2016,4014.738,,
10/15/2016,19735.634,,
10/16/2016,17390.389,,
10/17/2016,3439.898,,
10/18/2016,2529.161,,
10/19/2016,2598.139,,
10/20/2016,4675.015,,
10/21/2016,4569.986,,
10/22/2016,17203.706,,
10/23/2016,16292.003,,
10/24/2016,3123.839,,
10/25/2016,4182.111,,
10/26/2016,3910.581,,
10/27/2016,3938.367,,
10/28/2016,4593.499,,
10/29/2016,21441.363,,
10/30/2016,23914.984,,
10/31/2016,4822.53,,
11/1/2016,4631.53,,
11/2/2016,6801.425,,
11/3/2016,8872.313,,
11/4/2016,8584.02,,
11/5/2016,21377.014,,
11/6/2016,23891.956,,
11/7/2016,6907.79,,
11/8/2016,5828.91,,
11/9/2016,6586.345,,
11/10/2016,7500.244,,
11/11/2016,6942.366,,
11/12/2016,19037.208,,
11/13/2016,22652.349,,
11/14/2016,5180.926,,
11/15/2016,4154.805,,
11/16/2016,4580.442,,
11/17/2016,4159.399,,
11/18/2016,4697.063,,
11/19/2016,18933.496,,
11/20/2016,17707.264,,
11/21/2016,3761.291,,
11/22/2016,3671.655,,
11/23/2016,4713.317,,
11/24/2016,5987.38,,
11/25/2016,5304.539,,
11/26/2016,20372.64,,
11/27/2016,20643.277,,
11/28/2016,3210.166,,
11/29/2016,4576.602,,
11/30/2016,4324.159,,
12/1/2016,9127.85,,
12/2/2016,7337.944,,
12/3/2016,25478.073,,
12/4/2016,22190.671,,
12/5/2016,5520.671,,
12/6/2016,4617.025,,
12/7/2016,4625.262,,
12/8/2016,5475.204,,
12/9/2016,6996.176,,
12/10/2016,25721.181,,
12/11/2016,24064.712,,
12/12/2016,5341.206,,
12/13/2016,4932.807,,
12/14/2016,2903.39,,
12/15/2016,8235.93,,
12/16/2016,7985.151,,
12/17/2016,30286.456,,
12/18/2016,19573.03,,
12/19/2016,4445.93,,
12/20/2016,4982.009,,
12/21/2016,4224.381,,
12/22/2016,5172.245,,
12/23/2016,7850.387,,
12/24/2016,23193.637,,
12/25/2016,22850.367,,
12/26/2016,6003.364,,
12/27/2016,4506.937,,
12/28/2016,6049.332,,
12/29/2016,5208.26,,
12/30/2016,6552.327,,
12/31/2016,20501.384,,
1/1/2017,26371.404,,
1/2/2017,7082.496,,
1/3/2017,7809.669,,
1/4/2017,6853.372,,
1/5/2017,9650.536,,
1/6/2017,15501.391,,
1/7/2017,10054.831,,
1/8/2017,12375.995,,
1/9/2017,4784.034,,
1/10/2017,2313.128,,
1/11/2017,825.69,,
1/12/2017,1515.201,,
1/13/2017,5181.56,,
1/14/2017,1512.643,,
1/15/2017,4332.01,,
1/16/2017,1174.923,,
1/17/2017,1636.998,,
1/18/2017,1477.598,,
1/19/2017,1763.229,,
1/20/2017,5754.399,,
1/21/2017,1816.735,,
1/22/2017,5254.323,,
1/23/2017,428.107,,
1/24/2017,590.069,,
1/25/2017,303.493,,
1/26/2017,597.467,,
1/27/2017,6258.484,,
1/28/2017,919.088,,
1/29/2017,4304.189,,
1/30/2017,560.958,,
1/31/2017,912.984,,
2/1/2017,1052.673,,
2/2/2017,1577.774,,
2/3/2017,5530.636,,
2/4/2017,2342.835,,
2/5/2017,5030.507,,
2/6/2017,893.278,,
2/7/2017,1727.599,,
2/8/2017,1754.758,,
2/9/2017,1910.663,,
2/10/2017,5903.097,,
2/11/2017,2130.592,,
2/12/2017,8866.837,,
2/13/2017,846.891,,
2/14/2017,1788.658,,
2/15/2017,3328.077,,
2/16/2017,3649.036,,
2/17/2017,12103.943,,
2/18/2017,2171.494,,
2/19/2017,5652.271,,
2/20/2017,496.601,,
2/21/2017,1502.355,,
2/22/2017,1265.132,,
2/23/2017,1913.533,,
2/24/2017,6644.542,,
2/25/2017,1177.454,,
2/26/2017,7900.158,,
2/27/2017,1552.499,,
2/28/2017,1186.808,,
3/1/2017,1877.637,,
3/2/2017,2852.94,,
3/3/2017,8811.689,,
3/4/2017,1306.877,,
3/5/2017,7415.985,,
3/6/2017,2385.9,,
3/7/2017,877.77,,
3/8/2017,1329.258,,
3/9/2017,1946.477,,
3/10/2017,8014.611,,
3/11/2017,1932.82,,
3/12/2017,6144.675,,
3/13/2017,1410.278,,
3/14/2017,1350.853,,
3/15/2017,2335.394,,
3/16/2017,2499.856,,
3/17/2017,6011.031,,
3/18/2017,2764.43,,
3/19/2017,8344.704,,
3/20/2017,2162.394,,
3/21/2017,1924.445,,
3/22/2017,1839.938,,
3/23/2017,2511.878,,
3/24/2017,10460.214,,
3/25/2017,2265.903,,
3/26/2017,7416.631,,
3/27/2017,1548.089,,
3/28/2017,2444.803,,
3/29/2017,1879.997,,
3/30/2017,2717.993,,
3/31/2017,10319.83,,
4/1/2017,2232.694,,
4/2/2017,8932.374,,
4/3/2017,2476.776,,
4/4/2017,2737.782,,
4/5/2017,1567.733,,
4/6/2017,1911.551,,
4/7/2017,10086.076,,
4/8/2017,3099.594,,
4/9/2017,8335.876,,
4/10/2017,1851.973,,
4/11/2017,2814.804,,
4/12/2017,2289.361,,
4/13/2017,1569.859,,
4/14/2017,8172.511,,
4/15/2017,1283.156,,
4/16/2017,3466.441,,
4/17/2017,818.604,,
4/18/2017,957.472,,
4/19/2017,122.488,,
4/20/2017,774.489,,
4/21/2017,2774.7,,
4/22/2017,86.824,,
4/23/2017,3882.522,,
4/24/2017,392.735,,
4/25/2017,1013.978,,
4/26/2017,1189.813,,
4/27/2017,1442.837,,
4/28/2017,6431.963,,
4/29/2017,1956.678,,
4/30/2017,7314.183,,
5/1/2017,1346.329,,
5/2/2017,1273.218,,
5/3/2017,1575.628,,
5/4/2017,2899.599,,
5/5/2017,8242.641,,
5/6/2017,1737.957,,
5/7/2017,4967.262,,
5/8/2017,1850.12,,
5/9/2017,749.788,,
5/10/2017,37.147,,
5/11/2017,230.69,,
5/12/2017,3203.514,,
5/13/2017,76.648,,
5/14/2017,4316.547,,
5/15/2017,363.108,,
5/16/2017,1111.463,,
5/17/2017,475.027,,
5/18/2017,1356.965,,
5/19/2017,4808.868,,
5/20/2017,1377.665,,
5/21/2017,5235.486,,
5/22/2017,943.514,,
5/23/2017,448.472,,
5/24/2017,786.752,,
5/25/2017,677.85,,
5/26/2017,5626.114,,
5/27/2017,839.518,,
5/28/2017,5393.192,,
5/29/2017,553.13,,
5/30/2017,632.606,,
5/31/2017,292.206,,
6/1/2017,1107.659,,
6/2/2017,5469.201,,
6/3/2017,1100.897,,
6/4/2017,5532.41,,
6/5/2017,800.205,,
6/6/2017,926.448,,
6/7/2017,687.355,,
6/8/2017,1497.57,,
6/9/2017,8032.034,,
6/10/2017,1702.974,,
6/11/2017,7771.57,,
6/12/2017,1143.144,,
6/13/2017,800.897,,
6/14/2017,2101.816,,
6/15/2017,2532.879,,
6/16/2017,8371.862,,
6/17/2017,2503.4,,
6/18/2017,7811.675,,
6/19/2017,1006.851,,
6/20/2017,1176.237,,
6/21/2017,1216.654,,
6/22/2017,1055.806,,
6/23/2017,8450.594,,
6/24/2017,553.913,,
6/25/2017,9194.587,,
6/26/2017,1185.084,,
6/27/2017,2082.676,,
6/28/2017,2215.981,,
6/29/2017,2596.515,,
6/30/2017,10671.584,,
7/1/2017,2254.409,,
7/2/2017,7159.24,,
7/3/2017,1675.948,,
7/4/2017,1333.32,,
7/5/2017,833.233,,
7/6/2017,504.111,,
7/7/2017,5549.113,,
7/8/2017,1134.913,,
7/9/2017,11154.315,,
7/10/2017,1249.508,,
7/11/2017,1946.869,,
7/12/2017,2259.749,,
7/13/2017,3192.363,,
7/14/2017,12799.494,,
7/15/2017,3381.571,,
7/16/2017,9184.248,,
7/17/2017,1076.77,,
7/18/2017,1859.348,,
7/19/2017,264.567,,
7/20/2017,1402.182,,
7/21/2017,5819.54,,
7/22/2017,1492.55,,
7/23/2017,9599.108,,
7/24/2017,1360.563,,
7/25/2017,1492.466,,
7/26/2017,1724.689,,
7/27/2017,2564.679,,
7/28/2017,9751.241,,
7/29/2017,3256.31,,
7/30/2017,8586.057,,
7/31/2017,1485.906,,
8/1/2017,1940.113,,
8/2/2017,943.12,,
8/3/2017,1820.07,,
8/4/2017,6966.377,,
8/5/2017,1703.215,,
8/6/2017,9106.647,,
8/7/2017,1656.851,,
8/8/2017,1859.507,,
8/9/2017,2368.069,,
8/10/2017,2223.572,,
8/11/2017,10834.437,,
8/12/2017,2310.021,,
8/13/2017,14730.95,,
8/14/2017,2427.362,,
8/15/2017,3133.629,,
8/16/2017,3340.997,,
8/17/2017,4624.061,,
8/18/2017,19320.545,,
8/19/2017,5673.748,,
8/20/2017,11328.514,,
8/21/2017,3204.602,,
8/22/2017,1918.469,,
8/23/2017,657.551,,
8/24/2017,2346.104,,
8/25/2017,7316.294,,
8/26/2017,1184.729,,
8/27/2017,10606.934,,
8/28/2017,1271.204,,
8/29/2017,1691.834,,
8/30/2017,1596.266,,
8/31/2017,2818.222,,
9/1/2017,12560.137,,
9/2/2017,3960.273,,
9/3/2017,13808.336,,
9/4/2017,1890.896,,
9/5/2017,1711.301,,
9/6/2017,1555.638,,
9/7/2017,3225.992,,
9/8/2017,12099.178,,
9/9/2017,1960.23,,
9/10/2017,11866.248,,
9/11/2017,2468.843,,
9/12/2017,2203.963,,
9/13/2017,2466.227,,
9/14/2017,2187.131,,
9/15/2017,12921.006,,
9/16/2017,2558.976,,
9/17/2017,16610.557,,
9/18/2017,2936.64,,
9/19/2017,4118.197,,
9/20/2017,4651.33,,
9/21/2017,7130.888,,
9/22/2017,18243.449,,
9/23/2017,5195.055,,
9/24/2017,18840.27,,
9/25/2017,2944.229,,
9/26/2017,4490.327,,
9/27/2017,4058.721,,
9/28/2017,3727.883,,
9/29/2017,17912.783,,
9/30/2017,5618.261,,
10/1/2017,20020.141,,
10/2/2017,3338.226,,
10/3/2017,3696.202,,
10/4/2017,3860.623,,
10/5/2017,3969.844,,
10/6/2017,21209.424,,
10/7/2017,6395.967,,
10/8/2017,17029.393,,
10/9/2017,4119.136,,
10/10/2017,4212.245,,
10/11/2017,4599.627,,
10/12/2017,7633.969,,
10/13/2017,22125.952,,
10/14/2017,4382.047,,
10/15/2017,21575.83,,
10/16/2017,6958.657,,
10/17/2017,3488.463,,
10/18/2017,4445.52,,
10/19/2017,7008.034,,
10/20/2017,21018.219,,
10/21/2017,5874.815,,
10/22/2017,14328.798,,
10/23/2017,2345.504,,
10/24/2017,2114.119,,
10/25/2017,2976.727,,
10/26/2017,3485.913,,
10/27/2017,15016.611,,
10/28/2017,4040.837,,
10/29/2017,17646.778,,
10/30/2017,2443.668,,
10/31/2017,2966.95,,
11/1/2017,3698.468,,
11/2/2017,4364.004,,
11/3/2017,15332.633,,
11/4/2017,4383.451,,
11/5/2017,24461.772,,
11/6/2017,5041.486,,
11/7/2017,4741.53,,
11/8/2017,7689.732,,
11/9/2017,9639.277,,
11/10/2017,32475.307,,
11/11/2017,9164.529,,
11/12/2017,22401.511,,
11/13/2017,6886.145,,
11/14/2017,4858.949,,
11/15/2017,3569.948,,
11/16/2017,5755.438,,
11/17/2017,23374.602,,
11/18/2017,8402.978,,
11/19/2017,17255.827,,
11/20/2017,3224.289,,
11/21/2017,3697.47,,
11/22/2017,4113.826,,
11/23/2017,5231.616,,
11/24/2017,21480.098,,
11/25/2017,5145.361,,
11/26/2017,14425.142,,
11/27/2017,3202.094,,
11/28/2017,4180.902,,
11/29/2017,2871.732,,
11/30/2017,4326.433,,
12/1/2017,16040.796,,
12/2/2017,4080.319,,
12/3/2017,22890.149,,
12/4/2017,4948.547,,
12/5/2017,4465.327,,
12/6/2017,4498.702,,
12/7/2017,7428.653,,
12/8/2017,28244.256,,
12/9/2017,7307.48,,
12/10/2017,32116.494,,
12/11/2017,5450.384,,
12/12/2017,7211.557,,
12/13/2017,10529.938,,
12/14/2017,9640.215,,
12/15/2017,28790.093,,
12/16/2017,9731.182,,
12/17/2017,25110.582,,
12/18/2017,6767.76,,
12/19/2017,7019.465,,
12/20/2017,5754.372,,
12/21/2017,7098.784,,
12/22/2017,26070.171,,
12/23/2017,9426.651,,
12/24/2017,27563.662,,
12/25/2017,7416.125,,
12/26/2017,7139.994,,
12/27/2017,5764.674,,
12/28/2017,7746.644,,
12/29/2017,28567.945,,
12/30/2017,7285.457,,
12/31/2017,19988.028,,
1/1/2018,7817.153,,
1/2/2018,8584.643,,
1/3/2018,10479.932,,
1/4/2018,14255.274,,
1/5/2018,47463.535,,
1/6/2018,19821.112,,
1/7/2018,9563.097,,
1/8/2018,6667.406,,
1/9/2018,5027.19,,
1/10/2018,745.161,,
1/11/2018,1604.103,,
1/12/2018,4282.132,,
1/13/2018,2315.178,,
1/14/2018,1006.477,,
1/15/2018,539.079,,
1/16/2018,161.512,,
1/17/2018,757.961,,
1/18/2018,1575.12,,
1/19/2018,4171.632,,
1/20/2018,3775.513,,
1/21/2018,1149.282,,
1/22/2018,298.973,,
1/23/2018,509.89,,
1/24/2018,652.69,,
1/25/2018,669.189,,
1/26/2018,2825.569,,
1/27/2018,4752.545,,
1/28/2018,546.643,,
1/29/2018,612.289,,
1/30/2018,599.827,,
1/31/2018,954.628,,
2/1/2018,1444.509,,
2/2/2018,4881.544,,
2/3/2018,4596.152,,
2/4/2018,1193.467,,
2/5/2018,1066.786,,
2/6/2018,1066.302,,
2/7/2018,1298.64,,
2/8/2018,2204.092,,
2/9/2018,4812.778,,
2/10/2018,6639.735,,
2/11/2018,962.366,,
2/12/2018,1396.262,,
2/13/2018,1126.247,,
2/14/2018,892.092,,
2/15/2018,1867.066,,
2/16/2018,6698.184,,
2/17/2018,7419.451,,
2/18/2018,1056.071,,
2/19/2018,951.094,,
2/20/2018,2082.662,,
2/21/2018,1177.916,,
2/22/2018,1583.016,,
2/23/2018,6127.01,,
2/24/2018,4685.425,,
2/25/2018,948.196,,
2/26/2018,1591.531,,
2/27/2018,2076.72,,
2/28/2018,819.75,,
3/1/2018,1377.998,,
3/2/2018,4773.519,,
3/3/2018,5430.683,,
3/4/2018,900.856,,
3/5/2018,1217.207,,
3/6/2018,962.546,,
3/7/2018,782.583,,
3/8/2018,1685.086,,
3/9/2018,7282.713,,
3/10/2018,5956.826,,
3/11/2018,1274.939,,
3/12/2018,380.37,,
3/13/2018,1257.578,,
3/14/2018,1929.544,,
3/15/2018,1674.574,,
3/16/2018,7425.617,,
3/17/2018,5955.058,,
3/18/2018,1744.93,,
3/19/2018,565.668,,
3/20/2018,1932.076,,
3/21/2018,1646.779,,
3/22/2018,1590.856,,
3/23/2018,5591.491,,
3/24/2018,6244.488,,
3/25/2018,2903.392,,
3/26/2018,1935.757,,
3/27/2018,2070.657,,
3/28/2018,1064.62,,
3/29/2018,1977.611,,
3/30/2018,8561.589,,
3/31/2018,6092.477,,
4/1/2018,1957.853,,
4/2/2018,1645.111,,
4/3/2018,1309.347,,
4/4/2018,1717.281,,
4/5/2018,2601.43,,
4/6/2018,7640.848,,
4/7/2018,7061.413,,
4/8/2018,2453.18,,
4/9/2018,878.974,,
4/10/2018,1524.769,,
4/11/2018,642.525,,
4/12/2018,1359.685,,
4/13/2018,5802.074,,
4/14/2018,6124.626,,
4/15/2018,1233.315,,
4/16/2018,1220.08,,
4/17/2018,929.377,,
4/18/2018,329.99,,
4/19/2018,515.356,,
4/20/2018,3616.383,,
4/21/2018,4290.617,,
4/22/2018,334.511,,
4/23/2018,361.28,,
4/24/2018,1141.435,,
4/25/2018,1177.213,,
4/26/2018,759.606,,
4/27/2018,5577.684,,
4/28/2018,4865.336,,
4/29/2018,1304.997,,
4/30/2018,862.099,,
5/1/2018,131.056,,
5/2/2018,114.364,,
5/3/2018,194.149,,
5/4/2018,4127.268,,
5/5/2018,3005.429,,
5/6/2018,597.858,,
5/7/2018,367.572,,
5/8/2018,293.034,,
5/9/2018,342.423,,
5/10/2018,267.856,,
5/11/2018,2828.22,,
5/12/2018,4270.831,,
5/13/2018,536.503,,
5/14/2018,332.582,,
5/15/2018,527.378,,
5/16/2018,705.985,,
5/17/2018,597.328,,
5/18/2018,4351.478,,
5/19/2018,3835.347,,
5/20/2018,354.503,,
5/21/2018,248.212,,
5/22/2018,252.462,,
5/23/2018,532.759,,
5/24/2018,837.785,,
5/25/2018,5169.899,,
5/26/2018,5263.039,,
5/27/2018,411.636,,
5/28/2018,541.282,,
5/29/2018,634.386,,
5/30/2018,747.13,,
5/31/2018,1214.178,,
6/1/2018,5437.256,,
6/2/2018,4715.147,,
6/3/2018,737.971,,
6/4/2018,355.323,,
6/5/2018,274.949,,
6/6/2018,321.864,,
6/7/2018,34.038,,
6/8/2018,3733.179,,
6/9/2018,3596.396,,
6/10/2018,338.506,,
6/11/2018,627.365,,
6/12/2018,685.35,,
6/13/2018,386.657,,
6/14/2018,1218.466,,
6/15/2018,6228.266,,
6/16/2018,4669.128,,
6/17/2018,453.35,,
6/18/2018,752.591,,
6/19/2018,320.295,,
6/20/2018,1221.047,,
6/21/2018,647.459,,
6/22/2018,5261.183,,
6/23/2018,5175.764,,
6/24/2018,482.039,,
6/25/2018,987.909,,
6/26/2018,619.753,,
6/27/2018,277.342,,
6/28/2018,654.158,,
6/29/2018,4576.585,,
6/30/2018,5522.167,,
7/1/2018,488.881,,
7/2/2018,757.582,,
7/3/2018,704.574,,
7/4/2018,757.001,,
7/5/2018,1361.218,,
7/6/2018,5888.768,,
7/7/2018,5872.75,,
7/8/2018,675.548,,
7/9/2018,1151.42,,
7/10/2018,1370.542,,
7/11/2018,1206.324,,
7/12/2018,2610.571,,
7/13/2018,6706.213,,
7/14/2018,8964.553,,
7/15/2018,1142.182,,
7/16/2018,848.16,,
7/17/2018,806.995,,
7/18/2018,1008.338,,
7/19/2018,806.425,,
7/20/2018,6652.266,,
7/21/2018,4490.38,,
7/22/2018,1354.693,,
7/23/2018,704.646,,
7/24/2018,740.073,,
7/25/2018,1565.278,,
7/26/2018,1529.855,,
7/27/2018,8561.581,,
7/28/2018,7160.855,,
7/29/2018,1108.179,,
7/30/2018,1076.422,,
7/31/2018,551.706,,
8/1/2018,983.236,,
8/2/2018,1941.291,,
8/3/2018,7242.651,,
8/4/2018,7602.307,,
8/5/2018,601.628,,
8/6/2018,784.842,,
8/7/2018,1552.255,,
8/8/2018,921.737,,
8/9/2018,1971.848,,
8/10/2018,9667.773,,
8/11/2018,6593.473,,
8/12/2018,1151.218,,
8/13/2018,1002.061,,
8/14/2018,1126.9,,
8/15/2018,1653.367,,
8/16/2018,1941.301,,
8/17/2018,11875.825,,
8/18/2018,12109.233,,
8/19/2018,1714.098,,
8/20/2018,998.154,,
8/21/2018,1890.731,,
8/22/2018,1897.047,,
8/23/2018,1148.756,,
8/24/2018,9055.64,,
8/25/2018,9538.772,,
8/26/2018,1662.326,,
8/27/2018,951.904,,
8/28/2018,2532.977,,
8/29/2018,1227.359,,
8/30/2018,1719.634,,
8/31/2018,8693.578,,
9/1/2018,8967.755,,
9/2/2018,2044.728,,
9/3/2018,1304.852,,
9/4/2018,1093.867,,
9/5/2018,1105.628,,
9/6/2018,1079.488,,
9/7/2018,9946.733,,
9/8/2018,8705.236,,
9/9/2018,1423.725,,
9/10/2018,1254.208,,
9/11/2018,1242.113,,
9/12/2018,1425.03,,
9/13/2018,2378.954,,
9/14/2018,11589.268,,
9/15/2018,10365.336,,
9/16/2018,1478.771,,
9/17/2018,2245.667,,
9/18/2018,2843.433,,
9/19/2018,3130.905,,
9/20/2018,3374.484,,
9/21/2018,12103.218,,
9/22/2018,14586.066,,
9/23/2018,2869.594,,
9/24/2018,3631.453,,
9/25/2018,2340.719,,
9/26/2018,1702.326,,
9/27/2018,2383.518,,
9/28/2018,13521.251,,
9/29/2018,12134.005,,
9/30/2018,2350.608,,
10/1/2018,2038.756,,
10/2/2018,2639.286,,
10/3/2018,2046.905,,
10/4/2018,2677.163,,
10/5/2018,15147.756,,
10/6/2018,15595.533,,
10/7/2018,2305.721,,
10/8/2018,3101.578,,
